n_ensemble,weights,dataset,accuracy_mean,accuracy_std
189,Uniform,sonar,0.798095238095238,0.0583298238875217
199,Uniform,sonar,0.803095238095238,0.0606096722966997
average,Uniform,phoneme,0.910438317245156,0.0118642681309326
9,Uniform,phoneme,0.899704593687958,0.0142345950597223
19,Uniform,phoneme,0.905627438899158,0.0144995567457294
29,Uniform,phoneme,0.909698432258506,0.0133710523400916
39,Uniform,phoneme,0.909883959745328,0.0121862995885302
49,Uniform,phoneme,0.910807831861436,0.0122543207239346
59,Uniform,phoneme,0.911547203395632,0.0106333901198909
69,Uniform,phoneme,0.910994728554802,0.010983558172801
79,Uniform,phoneme,0.912103101252824,0.0108204798592948
89,Uniform,phoneme,0.912842815088656,0.0118979146137967
99,Uniform,phoneme,0.910992332443349,0.0110733478332546
109,Uniform,phoneme,0.911177175326898,0.0122015528668516
119,Uniform,phoneme,0.910438488395975,0.0113581502684329
129,Uniform,phoneme,0.911179571438352,0.0115083560162454
139,Uniform,phoneme,0.910993359348258,0.0108560678594717
149,Uniform,phoneme,0.911549599507086,0.0102451737403596
159,Uniform,phoneme,0.911919969877456,0.0117125179732131
169,Uniform,phoneme,0.911548914903813,0.0114105209108038
179,Uniform,phoneme,0.911919285274184,0.0121000312335065
189,Uniform,phoneme,0.911733757787362,0.0115532518880248
199,Uniform,phoneme,0.912103785856096,0.012385224804696
average,Uniform,spambase,0.944558397271952,0.0136862311259692
9,Uniform,spambase,0.940389788765748,0.0158820060361215
19,Uniform,spambase,0.943873733068106,0.0142443893701414
29,Uniform,spambase,0.94256843800322,0.0118434920770759
39,Uniform,spambase,0.944092545230653,0.0139846992439626
49,Uniform,spambase,0.944526380600549,0.0133454207632623
59,Uniform,spambase,0.944744245524297,0.0148682893587072
69,Uniform,spambase,0.945395945817941,0.0137442956037912
79,Uniform,spambase,0.944526854219949,0.0135004054259821
89,Uniform,spambase,0.945179028132992,0.0141314312020191
99,Uniform,spambase,0.944743771904897,0.0134623708829663
109,Uniform,spambase,0.945613337122289,0.0137276091352197
119,Uniform,spambase,0.945613337122289,0.0143262445581773
129,Uniform,spambase,0.945613337122289,0.0141050993958257
139,Uniform,spambase,0.945178554513593,0.0136029382319946
149,Uniform,spambase,0.945178080894194,0.0136054477100155
159,Uniform,spambase,0.945395472198541,0.0134762394411152
169,Uniform,spambase,0.944524959742351,0.013548549402155
179,Uniform,spambase,0.944742824666098,0.0127042889012983
189,Uniform,spambase,0.944524959742351,0.0128728318080416
199,Uniform,spambase,0.944742351046699,0.0127485739715109
average,Uniform,ionosphere,0.921678571428571,0.0422652549809213
9,Uniform,ionosphere,0.903253968253968,0.0425629230521738
19,Uniform,ionosphere,0.920238095238095,0.0462399505945905
29,Uniform,ionosphere,0.91452380952381,0.0446769710928543
39,Uniform,ionosphere,0.923095238095238,0.0426516236236374
49,Uniform,ionosphere,0.923174603174603,0.040206070346635
59,Uniform,ionosphere,0.917380952380952,0.0511895533323975
69,Uniform,ionosphere,0.923095238095238,0.0426516236236374
79,Uniform,ionosphere,0.923095238095238,0.0426516236236374
89,Uniform,ionosphere,0.925952380952381,0.0384973814032268
99,Uniform,ionosphere,0.925952380952381,0.0384973814032268
109,Uniform,ionosphere,0.923095238095238,0.0426516236236374
119,Uniform,ionosphere,0.925952380952381,0.0384973814032268
129,Uniform,ionosphere,0.923095238095238,0.0426516236236374
139,Uniform,ionosphere,0.920238095238095,0.0399238693504943
149,Uniform,ionosphere,0.923095238095238,0.0426516236236374
159,Uniform,ionosphere,0.923095238095238,0.0426516236236374
169,Uniform,ionosphere,0.923095238095238,0.0426516236236374
179,Uniform,ionosphere,0.923095238095238,0.0426516236236374
189,Uniform,ionosphere,0.923095238095238,0.0426516236236374
199,Uniform,ionosphere,0.925952380952381,0.0384973814032268
average,Uniform,wdbc,0.963848684210526,0.0262025895282949
9,Uniform,wdbc,0.961309523809524,0.0199930711929011
19,Uniform,wdbc,0.959523809523809,0.0300174071334349
29,Uniform,wdbc,0.959523809523809,0.0276450810042362
39,Uniform,wdbc,0.963032581453634,0.0256084404743309
49,Uniform,wdbc,0.968327067669173,0.0246247820109134
59,Uniform,wdbc,0.966572681704261,0.0255043447248382
69,Uniform,wdbc,0.968327067669173,0.0246247820109134
79,Uniform,wdbc,0.966572681704261,0.0255043447248382
89,Uniform,wdbc,0.964818295739348,0.0262244847277802
99,Uniform,wdbc,0.964818295739348,0.0262244847277802
109,Uniform,wdbc,0.964818295739348,0.0262244847277802
119,Uniform,wdbc,0.963063909774436,0.0267980575278806
129,Uniform,wdbc,0.964818295739348,0.0262244847277802
139,Uniform,wdbc,0.963063909774436,0.0280451956832075
149,Uniform,wdbc,0.963063909774436,0.0267980575278806
159,Uniform,wdbc,0.963063909774436,0.0267980575278806
169,Uniform,wdbc,0.963063909774436,0.0267980575278806
179,Uniform,wdbc,0.963063909774436,0.0267980575278806
189,Uniform,wdbc,0.963063909774436,0.0267980575278806
199,Uniform,wdbc,0.963063909774436,0.0267980575278806
average,Uniform,segment,0.97504329004329,0.011146961824026
9,Uniform,segment,0.973160173160173,0.0097442672531798
19,Uniform,segment,0.975757575757576,0.0106430527645516
29,Uniform,segment,0.974458874458874,0.0119777812233461
39,Uniform,segment,0.973160173160173,0.0127115241244128
49,Uniform,segment,0.974891774891775,0.0105645051761749
59,Uniform,segment,0.975757575757576,0.0100389766989472
69,Uniform,segment,0.974891774891775,0.0111401206727958
79,Uniform,segment,0.974025974025974,0.0115440115440115
89,Uniform,segment,0.976190476190476,0.0104555387779144
99,Uniform,segment,0.974891774891775,0.0115078799638538
109,Uniform,segment,0.974891774891775,0.0118642451896648
119,Uniform,segment,0.975324675324675,0.0113713641009209
129,Uniform,segment,0.974891774891775,0.0118642451896648
139,Uniform,segment,0.975757575757576,0.0110274015437476
149,Uniform,segment,0.975324675324675,0.0113713641009209
159,Uniform,segment,0.975324675324675,0.0113713641009209
169,Uniform,segment,0.974458874458874,0.0118026580356008
179,Uniform,segment,0.975757575757576,0.0106430527645516
189,Uniform,segment,0.975757575757576,0.0106430527645516
199,Uniform,segment,0.976190476190476,0.0106528304907888
average,Uniform,breast-w,0.957452380952381,0.0150880846053541
9,Uniform,breast-w,0.959937888198758,0.0210921166279202
19,Uniform,breast-w,0.954244306418219,0.0130681025573991
29,Uniform,breast-w,0.958530020703934,0.0124618076225118
39,Uniform,breast-w,0.957101449275362,0.01160848966953
49,Uniform,breast-w,0.955672877846791,0.0141557485159984
59,Uniform,breast-w,0.955672877846791,0.0170613060430319
69,Uniform,breast-w,0.954223602484472,0.0162074910726047
79,Uniform,breast-w,0.958530020703934,0.014165031702873
89,Uniform,breast-w,0.959958592132505,0.0130882053254491
99,Uniform,breast-w,0.955672877846791,0.0141557485159984
109,Uniform,breast-w,0.957101449275362,0.01160848966953
119,Uniform,breast-w,0.955672877846791,0.0156759908768503
129,Uniform,breast-w,0.958530020703934,0.0156843742962956
139,Uniform,breast-w,0.959958592132505,0.0161865396699516
149,Uniform,breast-w,0.958530020703934,0.0156843742962956
159,Uniform,breast-w,0.959958592132505,0.0161865396699516
169,Uniform,breast-w,0.958509316770186,0.015728995262246
179,Uniform,breast-w,0.958509316770186,0.015728995262246
189,Uniform,breast-w,0.955652173913044,0.0157164541585228
199,Uniform,breast-w,0.957080745341615,0.0164968912918752
average,Uniform,banknote_authentication,0.989025441658733,0.012499709175777
9,Uniform,banknote_authentication,0.989066962868931,0.012987543951011
19,Uniform,banknote_authentication,0.989061673542791,0.0125285418415323
29,Uniform,banknote_authentication,0.989061673542791,0.0125285418415323
39,Uniform,banknote_authentication,0.989061673542791,0.0125285418415323
49,Uniform,banknote_authentication,0.989061673542791,0.0125285418415323
59,Uniform,banknote_authentication,0.98979160055009,0.0125042076422094
69,Uniform,banknote_authentication,0.989061673542791,0.0125285418415323
79,Uniform,banknote_authentication,0.989061673542791,0.0125285418415323
89,Uniform,banknote_authentication,0.989061673542791,0.0125285418415323
99,Uniform,banknote_authentication,0.989061673542791,0.0125285418415323
109,Uniform,banknote_authentication,0.989061673542791,0.0125285418415323
119,Uniform,banknote_authentication,0.988331746535491,0.0120228812289013
129,Uniform,banknote_authentication,0.988331746535491,0.0120228812289013
139,Uniform,banknote_authentication,0.989061673542791,0.0125285418415323
149,Uniform,banknote_authentication,0.989061673542791,0.0125285418415323
159,Uniform,banknote_authentication,0.989061673542791,0.0125285418415323
169,Uniform,banknote_authentication,0.989061673542791,0.0125285418415323
179,Uniform,banknote_authentication,0.989061673542791,0.0125285418415323
189,Uniform,banknote_authentication,0.989061673542791,0.0125285418415323
199,Uniform,banknote_authentication,0.989061673542791,0.0125285418415323
average,Uniform,Data3_,0.6604,0.0406998652083959
9,Uniform,Data3_,0.644,0.0474224513167433
19,Uniform,Data3_,0.659,0.0510881590977791
29,Uniform,Data3_,0.658,0.0449196814077947
39,Uniform,Data3_,0.662,0.0470932880331982
49,Uniform,Data3_,0.655,0.0455216676124921
59,Uniform,Data3_,0.666,0.0416866618689693
69,Uniform,Data3_,0.671,0.0375499667110371
79,Uniform,Data3_,0.67,0.0394405318873307
89,Uniform,Data3_,0.663,0.0424394994210712
99,Uniform,Data3_,0.661,0.0417532433869912
109,Uniform,Data3_,0.661,0.0328125992061992
119,Uniform,Data3_,0.661,0.0328125992061992
129,Uniform,Data3_,0.656,0.037771241264574
139,Uniform,Data3_,0.659,0.0375499667110371
149,Uniform,Data3_,0.662,0.0355277669185979
159,Uniform,Data3_,0.657,0.0352924291535104
169,Uniform,Data3_,0.659,0.0398469293393829
179,Uniform,Data3_,0.661,0.0372528895225293
189,Uniform,Data3_,0.661,0.0433205109234258
199,Uniform,Data3_,0.662,0.0428952211790543
average,Uniform,Data1_,0.707425,0.0142060466979526
9,Uniform,Data1_,0.6955,0.0167045864922345
19,Uniform,Data1_,0.7035,0.0112888560804422
29,Uniform,Data1_,0.708166666666667,0.0134818121652565
39,Uniform,Data1_,0.706333333333333,0.0142897701473535
49,Uniform,Data1_,0.705666666666667,0.0127463381330666
59,Uniform,Data1_,0.707833333333333,0.0146786567152094
69,Uniform,Data1_,0.707333333333333,0.0137706074531819
79,Uniform,Data1_,0.708666666666667,0.0147990657029088
89,Uniform,Data1_,0.708166666666667,0.0146238854170619
99,Uniform,Data1_,0.709833333333333,0.0128007040701423
109,Uniform,Data1_,0.708666666666667,0.0121156973986968
119,Uniform,Data1_,0.709833333333333,0.0127523902383092
129,Uniform,Data1_,0.7095,0.0130774048847054
139,Uniform,Data1_,0.708333333333333,0.0143372087784043
149,Uniform,Data1_,0.708833333333333,0.0151952315457315
159,Uniform,Data1_,0.707333333333333,0.0149732271359315
169,Uniform,Data1_,0.708666666666667,0.0146733991281948
179,Uniform,Data1_,0.708166666666667,0.0155048777669448
189,Uniform,Data1_,0.709,0.0161053629592562
199,Uniform,Data1_,0.709166666666667,0.0162018517460196
average,Uniform,Data11_,0.8457,0.0215919641626607
9,Uniform,Data11_,0.83975,0.0224675692202487
19,Uniform,Data11_,0.8415,0.0210884381171821
29,Uniform,Data11_,0.846,0.020723041389826
39,Uniform,Data11_,0.84525,0.0221249607658158
49,Uniform,Data11_,0.84875,0.0229809703885627
59,Uniform,Data11_,0.8495,0.0196779628575272
69,Uniform,Data11_,0.8485,0.0202827239021017
79,Uniform,Data11_,0.84875,0.0203186422337276
89,Uniform,Data11_,0.8485,0.020723041389826
99,Uniform,Data11_,0.84625,0.0195522803444167
109,Uniform,Data11_,0.84625,0.0218342875109565
119,Uniform,Data11_,0.846,0.0204192175277223
129,Uniform,Data11_,0.8445,0.0217881211264813
139,Uniform,Data11_,0.84475,0.0225293019076145
149,Uniform,Data11_,0.844,0.0215767364435763
159,Uniform,Data11_,0.84525,0.0217769628532334
169,Uniform,Data11_,0.846,0.0230398206011534
179,Uniform,Data11_,0.84475,0.0230172037108478
189,Uniform,Data11_,0.844,0.0225831795812724
199,Uniform,Data11_,0.84575,0.0233348213811224
average,Uniform,Data5_,0.8834,0.0268735564973137
9,Uniform,Data5_,0.876666666666667,0.0286744175568087
19,Uniform,Data5_,0.883666666666667,0.027552419176347
29,Uniform,Data5_,0.884,0.0249839454623203
39,Uniform,Data5_,0.883,0.0271006354989037
49,Uniform,Data5_,0.883333333333333,0.0279329001999478
59,Uniform,Data5_,0.883666666666667,0.0264084722656841
69,Uniform,Data5_,0.882,0.0266296038736804
79,Uniform,Data5_,0.884,0.0271620650499511
89,Uniform,Data5_,0.885,0.0256399572426985
99,Uniform,Data5_,0.885,0.0265390464722137
109,Uniform,Data5_,0.884,0.0261430065241826
119,Uniform,Data5_,0.883333333333333,0.0263405990913993
129,Uniform,Data5_,0.883,0.0258891273236516
139,Uniform,Data5_,0.883333333333333,0.0271256791460748
149,Uniform,Data5_,0.883,0.0256976724699021
159,Uniform,Data5_,0.883333333333333,0.0266203301126909
169,Uniform,Data5_,0.884,0.0276128436746827
179,Uniform,Data5_,0.884666666666667,0.0279858870958776
189,Uniform,Data5_,0.884333333333333,0.0275792908529319
199,Uniform,Data5_,0.884666666666667,0.0278532308563262
average,Uniform,Data13_,0.8851,0.0137251920197652
9,Uniform,Data13_,0.877333333333333,0.015299479536052
19,Uniform,Data13_,0.882333333333333,0.0112271716258392
29,Uniform,Data13_,0.883666666666667,0.0119101575074325
39,Uniform,Data13_,0.885,0.0156544475595615
49,Uniform,Data13_,0.885666666666667,0.0135218159347345
59,Uniform,Data13_,0.885666666666667,0.0132450782846093
69,Uniform,Data13_,0.885666666666667,0.0122776520858322
79,Uniform,Data13_,0.886666666666667,0.0120697561013335
89,Uniform,Data13_,0.885333333333333,0.0133518390095998
99,Uniform,Data13_,0.885666666666667,0.0121766828380421
109,Uniform,Data13_,0.885,0.0132637070959037
119,Uniform,Data13_,0.886,0.0131280493224372
129,Uniform,Data13_,0.886333333333333,0.0119101575074325
139,Uniform,Data13_,0.886,0.0137706074531819
149,Uniform,Data13_,0.885666666666667,0.0142335024710221
159,Uniform,Data13_,0.886,0.0164654520469713
169,Uniform,Data13_,0.886333333333333,0.0152712107098032
179,Uniform,Data13_,0.886333333333333,0.0155912289365876
189,Uniform,Data13_,0.885666666666667,0.014576321065429
199,Uniform,Data13_,0.885666666666667,0.0155595233034981
average,Uniform,Data9_,0.88835,0.0314428893483406
9,Uniform,Data9_,0.888,0.0278088714861523
19,Uniform,Data9_,0.889,0.0314289321768618
29,Uniform,Data9_,0.888,0.0328464440828667
39,Uniform,Data9_,0.8905,0.0352333491012263
49,Uniform,Data9_,0.8885,0.0344036496771942
59,Uniform,Data9_,0.8875,0.0320806275915336
69,Uniform,Data9_,0.8865,0.0316271683490282
79,Uniform,Data9_,0.889,0.0316929715306792
89,Uniform,Data9_,0.8885,0.029725596900838
99,Uniform,Data9_,0.891,0.0324722103412201
109,Uniform,Data9_,0.89,0.03
119,Uniform,Data9_,0.8895,0.0323565208952452
129,Uniform,Data9_,0.8875,0.0347411059761263
139,Uniform,Data9_,0.888,0.034896672875473
149,Uniform,Data9_,0.889,0.0306231575409489
159,Uniform,Data9_,0.889,0.0301662062579967
169,Uniform,Data9_,0.887,0.0297396106975939
179,Uniform,Data9_,0.8865,0.0287759544681937
189,Uniform,Data9_,0.8875,0.0294627825494395
199,Uniform,Data9_,0.8865,0.0287759544681937
average,Uniform,Data2_,0.88585,0.013186603706269
9,Uniform,Data2_,0.876666666666667,0.0140545673785261
19,Uniform,Data2_,0.881666666666666,0.0140765105103555
29,Uniform,Data2_,0.885666666666667,0.0150759394605206
39,Uniform,Data2_,0.886666666666667,0.0153156097245446
49,Uniform,Data2_,0.886,0.0156977626777327
59,Uniform,Data2_,0.888333333333333,0.0138999955591075
69,Uniform,Data2_,0.886333333333333,0.0128091402550707
79,Uniform,Data2_,0.886333333333333,0.0112710708025917
89,Uniform,Data2_,0.885,0.0124969131991133
99,Uniform,Data2_,0.885666666666667,0.0124771395898931
109,Uniform,Data2_,0.887666666666667,0.0116587274573997
119,Uniform,Data2_,0.888666666666667,0.0130715032620913
129,Uniform,Data2_,0.887,0.0123178080461471
139,Uniform,Data2_,0.886333333333333,0.011595018087284
149,Uniform,Data2_,0.886666666666667,0.0119670329047433
159,Uniform,Data2_,0.886,0.0127463381330666
169,Uniform,Data2_,0.886333333333333,0.0136490401236239
179,Uniform,Data2_,0.886333333333333,0.0129051621406529
189,Uniform,Data2_,0.887,0.0124176298408431
199,Uniform,Data2_,0.886666666666667,0.014229164972073
average,Uniform,Data10_,0.890983333333333,0.0170975500706219
9,Uniform,Data10_,0.884333333333333,0.0187938786987468
19,Uniform,Data10_,0.888,0.0202576003112503
29,Uniform,Data10_,0.89,0.0185259244450367
39,Uniform,Data10_,0.889333333333333,0.0213610930501296
49,Uniform,Data10_,0.89,0.0187905939169864
59,Uniform,Data10_,0.889666666666667,0.0201506670538731
69,Uniform,Data10_,0.89,0.0187247772737252
79,Uniform,Data10_,0.891,0.0170003631043284
89,Uniform,Data10_,0.889333333333333,0.0165402613919363
99,Uniform,Data10_,0.891,0.0152388392675499
109,Uniform,Data10_,0.891333333333333,0.0175822581732021
119,Uniform,Data10_,0.891333333333333,0.0164204028461432
129,Uniform,Data10_,0.892,0.0172991115164698
139,Uniform,Data10_,0.893,0.0153518406826569
149,Uniform,Data10_,0.893333333333333,0.0139664500999739
159,Uniform,Data10_,0.894666666666667,0.0154919333848296
169,Uniform,Data10_,0.893,0.0153518406826568
179,Uniform,Data10_,0.893333333333333,0.015071844406945
189,Uniform,Data10_,0.893,0.014861500514109
199,Uniform,Data10_,0.892,0.0151698205918898
average,Uniform,Data8_,0.90902,0.0190447502594537
9,Uniform,Data8_,0.9,0.0185711843695788
19,Uniform,Data8_,0.908,0.0163299316185545
29,Uniform,Data8_,0.9112,0.0165247289438183
39,Uniform,Data8_,0.9096,0.0192480879281265
49,Uniform,Data8_,0.9088,0.0197585424563655
59,Uniform,Data8_,0.9092,0.0227097629519406
69,Uniform,Data8_,0.9088,0.0213998961575881
79,Uniform,Data8_,0.9096,0.0195232055655713
89,Uniform,Data8_,0.9088,0.0208102538828018
99,Uniform,Data8_,0.9108,0.0193264355511075
109,Uniform,Data8_,0.9084,0.0199955550616186
119,Uniform,Data8_,0.9088,0.019395302982366
129,Uniform,Data8_,0.9092,0.0197810234540301
139,Uniform,Data8_,0.9092,0.0189549172746516
149,Uniform,Data8_,0.9104,0.0175068240663145
159,Uniform,Data8_,0.9096,0.0188750275937988
169,Uniform,Data8_,0.9108,0.0186714279641976
179,Uniform,Data8_,0.91,0.0184992492340154
189,Uniform,Data8_,0.9096,0.0175068240663145
199,Uniform,Data8_,0.9096,0.0175068240663145
average,Uniform,Data6_,0.913866666666667,0.0218427257350473
9,Uniform,Data6_,0.916666666666667,0.0308320820566924
19,Uniform,Data6_,0.912666666666667,0.023820315014865
29,Uniform,Data6_,0.913333333333333,0.0247456193903556
39,Uniform,Data6_,0.914666666666667,0.0219539360626283
49,Uniform,Data6_,0.912,0.0207988603676401
59,Uniform,Data6_,0.915333333333333,0.0183383831429135
69,Uniform,Data6_,0.913333333333333,0.0217732421580727
79,Uniform,Data6_,0.912666666666667,0.0211869981094276
89,Uniform,Data6_,0.914,0.0227601557850121
99,Uniform,Data6_,0.915333333333333,0.0220100986922922
109,Uniform,Data6_,0.914,0.0225421416051835
119,Uniform,Data6_,0.913333333333333,0.0210818510677892
129,Uniform,Data6_,0.911333333333333,0.0201353445156876
139,Uniform,Data6_,0.913333333333333,0.0198761597999981
149,Uniform,Data6_,0.914,0.0199876505082389
159,Uniform,Data6_,0.914666666666667,0.0223992945215185
169,Uniform,Data6_,0.914,0.020475821332959
179,Uniform,Data6_,0.914,0.020475821332959
189,Uniform,Data6_,0.913333333333333,0.0198761597999981
199,Uniform,Data6_,0.915333333333333,0.0217845794367155
average,Uniform,Data7_,0.95475,0.013670461916118
9,Uniform,Data7_,0.953333333333333,0.0125707872210941
19,Uniform,Data7_,0.951333333333333,0.0116746004769455
29,Uniform,Data7_,0.952,0.014589020055262
39,Uniform,Data7_,0.955333333333333,0.0140721246213222
49,Uniform,Data7_,0.955,0.0135400640077265
59,Uniform,Data7_,0.956,0.0131280493224372
69,Uniform,Data7_,0.954333333333333,0.0138822206214537
79,Uniform,Data7_,0.954333333333333,0.0137032031940629
89,Uniform,Data7_,0.954666666666667,0.0138064218373414
99,Uniform,Data7_,0.954333333333333,0.0133379621594868
109,Uniform,Data7_,0.955333333333333,0.0133518390095998
119,Uniform,Data7_,0.955333333333333,0.0134439852997814
129,Uniform,Data7_,0.955666666666667,0.0147447416866965
139,Uniform,Data7_,0.956,0.0137706074531819
149,Uniform,Data7_,0.955,0.0139885314577935
159,Uniform,Data7_,0.955333333333333,0.0139841179756019
169,Uniform,Data7_,0.955,0.0142508392648674
179,Uniform,Data7_,0.955333333333333,0.0139841179756019
189,Uniform,Data7_,0.955666666666667,0.0137930023410513
199,Uniform,Data7_,0.955666666666667,0.0137930023410513
average,Uniform,Data12_,0.97745,0.00715894562491193
9,Uniform,Data12_,0.974333333333333,0.0035311663515712
19,Uniform,Data12_,0.976,0.0066295261734116
29,Uniform,Data12_,0.976,0.0076658614714045
39,Uniform,Data12_,0.975666666666667,0.0078645948307495
49,Uniform,Data12_,0.976,0.0082850452810254
59,Uniform,Data12_,0.976666666666667,0.0081649658092772
69,Uniform,Data12_,0.977,0.0093557930822315
79,Uniform,Data12_,0.977333333333333,0.006992058987801
89,Uniform,Data12_,0.977666666666667,0.0072093903100036
99,Uniform,Data12_,0.978,0.0075686161626339
109,Uniform,Data12_,0.977666666666667,0.0066759195047999
119,Uniform,Data12_,0.978333333333333,0.0068942631366616
129,Uniform,Data12_,0.978,0.0065168347993845
139,Uniform,Data12_,0.978,0.0065168347993845
149,Uniform,Data12_,0.978666666666667,0.0072350313760443
159,Uniform,Data12_,0.978666666666667,0.0072350313760443
169,Uniform,Data12_,0.978666666666667,0.0074037027773145
179,Uniform,Data12_,0.979,0.0077060181708443
189,Uniform,Data12_,0.978666666666667,0.0074037027773145
199,Uniform,Data12_,0.978666666666667,0.0063245553203367
average,Uniform,Data4_,0.9498,0.0256824198098429
9,Uniform,Data4_,0.944,0.0277911079126462
19,Uniform,Data4_,0.948666666666667,0.0233174549147994
29,Uniform,Data4_,0.949333333333333,0.0270710085917174
39,Uniform,Data4_,0.95,0.0249938263982266
49,Uniform,Data4_,0.952,0.022618685599999
59,Uniform,Data4_,0.950666666666666,0.0245854518861143
69,Uniform,Data4_,0.95,0.0233597733795873
79,Uniform,Data4_,0.948,0.0260673391975381
89,Uniform,Data4_,0.95,0.0243938871112223
99,Uniform,Data4_,0.949333333333333,0.0270710085917174
109,Uniform,Data4_,0.95,0.0257720300105404
119,Uniform,Data4_,0.949333333333333,0.0276128436746827
129,Uniform,Data4_,0.95,0.0270801280154531
139,Uniform,Data4_,0.95,0.0270801280154531
149,Uniform,Data4_,0.950666666666666,0.0255700442020311
159,Uniform,Data4_,0.952,0.0245049755592714
169,Uniform,Data4_,0.950666666666666,0.0255700442020311
179,Uniform,Data4_,0.95,0.0261524495465329
189,Uniform,Data4_,0.950666666666666,0.0265181046936467
199,Uniform,Data4_,0.950666666666666,0.0265181046936467
